BRANCH1,SUBJECT,TITLE,CHANNEL,Video URL,ID,UNIT,YEAR,BRANCH
CSE,ENGINEERING PHYSICS,inadequacy of classical mechanics notes #short #btech,BTech Wala,https://www.youtube.com/watch?v=RhEob8SIhTI,1.0.1,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Quantization of Energy Part 1: Blackbody Radiation and the Ultraviolet Catastrophe,Professor Dave Explains,https://www.youtube.com/watch?v=7BXvc9W97iU,1.0.2,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Understanding Compton Scatter - X-ray Production and Safety,Clover Learning,https://www.youtube.com/watch?v=O-qDY4AYJRU,1.0.3,1,1,CSE-1
CSE,ENGINEERING PHYSICS,de Broglie hypothesis of matter waves around the atom,PhysicsHigh,https://www.youtube.com/watch?v=NOY_hdV-Z9Y,1.0.4,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Matter as a Wave,Bozeman Science,https://www.youtube.com/watch?v=caVIh3RZOA4,1.0.5,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Unit 1st | L1.6 Phase(wave) velocity &amp; Group velocity | Engg. Physics 2nd sem. | by Lalit sir #aktu,Engineers GateWay,https://www.youtube.com/watch?v=t--C-834dhk,1.0.6,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Lec-6 I Schrodinger Equations I Unit-1 I Quantum Mechanics I by Anjali ma&#39;am,GateWay Classes,https://www.youtube.com/watch?v=RL7LILWpg6k,1.0.7,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Time Independent Schrodinger Wave Equation | Schrodinger Time Independent wave Equation | Aktu,JSSB FOR PHYSICS,https://www.youtube.com/watch?v=G4RQ4j4jiqQ,1.0.8,1,1,CSE-1
CSE,ENGINEERING PHYSICS,"Physical Significance of Wave function, Probability Density &amp; Properties of wave function",Ravi C.B,https://www.youtube.com/watch?v=k_foMAy_Gu4,1.0.9,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Particle in a one dimensional box | Dr. Preema C Thomas | Department of Physics,CMS College Kottayam,https://www.youtube.com/watch?v=WqUrSV3VBZ0,1.1.0,1,1,CSE-1
CSE,ENGINEERING PHYSICS,Stoke&#39;s Theorem! Stokes Theorem in Hindi #bedkdian #mjpru #bsc #bsc1stsemester,Be DKDian,https://www.youtube.com/watch?v=oXRIWN1UFms,2.0.1,2,1,CSE-1
CSE,ENGINEERING PHYSICS,Cosplay by b.tech final year at IIT Kharagpur,IITians Kgpians Vlog,https://www.youtube.com/watch?v=3OFWXtyY1xk,2.0.2,2,1,CSE-1
CSE,ENGINEERING PHYSICS,Continuity equation for current density By Dr Anchala,Anchala Kumari,https://www.youtube.com/watch?v=E_4BJmZ41c4,2.0.3,2,1,CSE-1
CSE,ENGINEERING PHYSICS,Maxwell&#39;s Equations for Electromagnetism Explained in under a Minute!,Physics Teacher,https://www.youtube.com/watch?v=LYytSXnSCOI,2.0.4,2,1,CSE-1
CSE,ENGINEERING PHYSICS,Maxwell&#39;s Equations in Vacuum,Alfredo Narváez,https://www.youtube.com/watch?v=Zi6TXWh9Mt8,2.0.5,2,1,CSE-1
CSE,ENGINEERING PHYSICS,8.02x - Module 12.01 - EM Plane Waves - Poynting Vector - E-fields - B fields - Wavelength,Lectures by Walter Lewin. They will make you ♥ Physics.,https://www.youtube.com/watch?v=G6QryRlKbR4,2.0.6,2,1,CSE-1
CSE,ENGINEERING PHYSICS,L - 11 | Unit - 2 | Transverse nature of EM wave | Engineering Physics,AKTU Shiksha,https://www.youtube.com/watch?v=FgQZUe4mbzE,2.0.7,2,1,CSE-1
CSE,ENGINEERING PHYSICS,Unit 2nd | L2.9 EM wave equation | Engg. Physics |by Lalit sir #emft #current #physics #virul,Engineers GateWay,https://www.youtube.com/watch?v=hV3jclV-dw4,2.0.8,2,1,CSE-1
CSE,ENGINEERING PHYSICS,newton’s rings,Eduphile,https://www.youtube.com/watch?v=d3AMmzwO8Lw,3.0.2,3,1,CSE-1
CSE,ENGINEERING PHYSICS,"Interference, Reflection, and Diffraction",Professor Dave Explains,https://www.youtube.com/watch?v=eW5VGGJuWtQ,3.0.3,3,1,CSE-1
CSE,ENGINEERING PHYSICS,"Fraunhofer&#39;s Diffraction due to Single Slit, Full Derivation, #aktu #btech #bcs",aline physics,https://www.youtube.com/watch?v=877Xciqzrgk,3.0.4,3,1,CSE-1
CSE,ENGINEERING PHYSICS,Absent Spectra in Diffraction,Ekeeda,https://www.youtube.com/watch?v=WhbvdzJX-J0,3.0.5,3,1,CSE-1
CSE,ENGINEERING PHYSICS,Dispersive Power PYQs #jee #neet Vikrant Kirar,Crash Up,https://www.youtube.com/watch?v=VdNwYqXCLUc,3.0.6,3,1,CSE-1
CSE,ENGINEERING PHYSICS,A.K.T.U Engineering Physics Rayleigh criteria of Resolution,AKTU Online,https://www.youtube.com/watch?v=7TN0su2phj4,3.0.7,3,1,CSE-1
CSE,ENGINEERING PHYSICS,A.K.T.U Engineering Physics Resolving Power of Diffraction Grating,AKTU Online,https://www.youtube.com/watch?v=UTKq-qGnfPA,3.0.8,3,1,CSE-1
CSE,ENGINEERING PHYSICS,optical Fiber Engineering Physics II Revision 2022 II see new channel @rgsclassesLU,RGSClasses Engineering Essential,https://www.youtube.com/watch?v=kQAmV97xiZ4,4.0.1,4,1,CSE-1
CSE,ENGINEERING PHYSICS,Acceptance Angle And Numerical Aperture In Optical Fiber,LEARN AND GROW,https://www.youtube.com/watch?v=zhVxBw5qnuY,4.0.2,4,1,CSE-1
CSE,ENGINEERING PHYSICS,Step Index and Graded Index Optical fibres,Physics Jessy,https://www.youtube.com/watch?v=dHv3wcLu55U,4.0.3,4,1,CSE-1
CSE,ENGINEERING PHYSICS,optical Fiber Engineering Physics II Revision 2022 II see new channel @rgsclassesLU,RGSClasses Engineering Essential,https://www.youtube.com/watch?v=kQAmV97xiZ4,4.0.4,4,1,CSE-1
CSE,ENGINEERING PHYSICS,ABC of Attenuation in Optical Fibers | Dispersion &amp; Attenuation in Fiber optics #attenuation #Fiber,Technical Physics,https://www.youtube.com/watch?v=cfYmaL3sJ50,4.0.5,4,1,CSE-1
CSE,ENGINEERING PHYSICS,Absorption of Radiation (Light Semiconductor Interaction) Btech 1st year,Gautam Varde,https://www.youtube.com/watch?v=8vNs1b3NP8A,4.0.6,4,1,CSE-1
CSE,ENGINEERING PHYSICS,"Lec 2 | Absorption, Spontaneous and Stimulated Emission in Laser - Properties and Applications",Education Point Online,https://www.youtube.com/watch?v=gUguDRcRsPA,4.0.7,4,1,CSE-1
CSE,ENGINEERING PHYSICS,"AKTU _ LASER (Spontaneous &amp; Stimulated Emission, Einsteins Coefficients)",PHYSICS MADE EASY(Dr. Divya Ghildyal),https://www.youtube.com/watch?v=F8wUwIrB0CI,4.0.8,4,1,CSE-1
CSE,ENGINEERING PHYSICS,#Ruby Laser #Construction | Basic Components | AKTU | for Btech..,Civil Career Tech 101,https://www.youtube.com/watch?v=PotKeGyK9zc,4.0.9,4,1,CSE-1
CSE,ENGINEERING PHYSICS,He-Ne Laser with Construction and Working in Laser | Engineering Physics | Lec-30,Er Sahil ka Gyan,https://www.youtube.com/watch?v=-2pzsgxUGWw,4.1.0,4,1,CSE-1
CSE,ENGINEERING PHYSICS,Temperature Dependence of Electrical Resistivity in Superconductors,Physics for Engineers by Dr. Devbrat Pundhir,https://www.youtube.com/watch?v=gZo8A-8Cee0,5.0.1,5,1,CSE-1
CSE,ENGINEERING PHYSICS,Temperature Dependence of Critical Field in Superconductors I B. Tech. I B. Sc. Physics,Physics for Engineers by Dr. Devbrat Pundhir,https://www.youtube.com/watch?v=y0cEq8WZIj4,5.0.3,5,1,CSE-1
CSE,ENGINEERING PHYSICS,persistent current (superconducting ring),Banaja Dandasena,https://www.youtube.com/watch?v=iwgAsw2CBFY,5.0.4,5,1,CSE-1
CSE,ENGINEERING PHYSICS,Types Of Superconductors | Type I and Type II Superconductors In Hindi,RK Physics Point,https://www.youtube.com/watch?v=IOycLcQx2_w,5.0.5,5,1,CSE-1
CSE,ENGINEERING PHYSICS,"Basic introduction of Nano-materials , properties, classification , approaches",Chahat Pahuja,https://www.youtube.com/watch?v=XqwKboYW1E8,5.0.6,5,1,CSE-1
CSE,ENGINEERING PHYSICS,"quantum confinement. quantum wells , wires and dots.",FARHAN PHYSICS,https://www.youtube.com/watch?v=6LV93xEv3Ts,5.0.7,5,1,CSE-1
CSE,ENGINEERING PHYSICS,"quantum confinement. quantum wells , wires and dots.",FARHAN PHYSICS,https://www.youtube.com/watch?v=6LV93xEv3Ts,5.0.7,5,1,CSE-1
CSE,ENGINEERING PHYSICS,Top Down Fabrication of Nanomaterials,Tonya Coffey,https://www.youtube.com/watch?v=LJ37mRLmMGY,5.0.8,5,1,CSE-1
CSE,ENGINEERING PHYSICS,Sol gel Method of Material processing,Output info,https://www.youtube.com/watch?v=Sj3NeMQGAOU,5.0.9,5,1,CSE-1
IT,ENGINEERING PHYSICS,inadequacy of classical mechanics notes #short #btech,BTech Wala,https://www.youtube.com/watch?v=RhEob8SIhTI,1.0.1,1,1,IT-1
IT,ENGINEERING PHYSICS,Quantization of Energy Part 1: Blackbody Radiation and the Ultraviolet Catastrophe,Professor Dave Explains,https://www.youtube.com/watch?v=7BXvc9W97iU,1.0.2,1,1,IT-1
IT,ENGINEERING PHYSICS,Understanding Compton Scatter - X-ray Production and Safety,Clover Learning,https://www.youtube.com/watch?v=O-qDY4AYJRU,1.0.3,1,1,IT-1
IT,ENGINEERING PHYSICS,de Broglie hypothesis of matter waves around the atom,PhysicsHigh,https://www.youtube.com/watch?v=NOY_hdV-Z9Y,1.0.4,1,1,IT-1
IT,ENGINEERING PHYSICS,Matter as a Wave,Bozeman Science,https://www.youtube.com/watch?v=caVIh3RZOA4,1.0.5,1,1,IT-1
IT,ENGINEERING PHYSICS,Unit 1st | L1.6 Phase(wave) velocity &amp; Group velocity | Engg. Physics 2nd sem. | by Lalit sir #aktu,Engineers GateWay,https://www.youtube.com/watch?v=t--C-834dhk,1.0.6,1,1,IT-1
IT,ENGINEERING PHYSICS,Lec-6 I Schrodinger Equations I Unit-1 I Quantum Mechanics I by Anjali ma&#39;am,GateWay Classes,https://www.youtube.com/watch?v=RL7LILWpg6k,1.0.7,1,1,IT-1
IT,ENGINEERING PHYSICS,Time Independent Schrodinger Wave Equation | Schrodinger Time Independent wave Equation | Aktu,JSSB FOR PHYSICS,https://www.youtube.com/watch?v=G4RQ4j4jiqQ,1.0.8,1,1,IT-1
IT,ENGINEERING PHYSICS,"Physical Significance of Wave function, Probability Density &amp; Properties of wave function",Ravi C.B,https://www.youtube.com/watch?v=k_foMAy_Gu4,1.0.9,1,1,IT-1
IT,ENGINEERING PHYSICS,Particle in a one dimensional box | Dr. Preema C Thomas | Department of Physics,CMS College Kottayam,https://www.youtube.com/watch?v=WqUrSV3VBZ0,1.1.0,1,1,IT-1
IT,ENGINEERING PHYSICS,Stoke&#39;s Theorem! Stokes Theorem in Hindi #bedkdian #mjpru #bsc #bsc1stsemester,Be DKDian,https://www.youtube.com/watch?v=oXRIWN1UFms,2.0.1,2,1,IT-1
IT,ENGINEERING PHYSICS,Cosplay by b.tech final year at IIT Kharagpur,IITians Kgpians Vlog,https://www.youtube.com/watch?v=3OFWXtyY1xk,2.0.2,2,1,IT-1
IT,ENGINEERING PHYSICS,Continuity equation for current density By Dr Anchala,Anchala Kumari,https://www.youtube.com/watch?v=E_4BJmZ41c4,2.0.3,2,1,IT-1
IT,ENGINEERING PHYSICS,Maxwell&#39;s Equations for Electromagnetism Explained in under a Minute!,Physics Teacher,https://www.youtube.com/watch?v=LYytSXnSCOI,2.0.4,2,1,IT-1
IT,ENGINEERING PHYSICS,Maxwell&#39;s Equations in Vacuum,Alfredo Narváez,https://www.youtube.com/watch?v=Zi6TXWh9Mt8,2.0.5,2,1,IT-1
IT,ENGINEERING PHYSICS,8.02x - Module 12.01 - EM Plane Waves - Poynting Vector - E-fields - B fields - Wavelength,Lectures by Walter Lewin. They will make you ♥ Physics.,https://www.youtube.com/watch?v=G6QryRlKbR4,2.0.6,2,1,IT-1
IT,ENGINEERING PHYSICS,L - 11 | Unit - 2 | Transverse nature of EM wave | Engineering Physics,AKTU Shiksha,https://www.youtube.com/watch?v=FgQZUe4mbzE,2.0.7,2,1,IT-1
IT,ENGINEERING PHYSICS,Unit 2nd | L2.9 EM wave equation | Engg. Physics |by Lalit sir #emft #current #physics #virul,Engineers GateWay,https://www.youtube.com/watch?v=hV3jclV-dw4,2.0.8,2,1,IT-1
IT,ENGINEERING PHYSICS,newton’s rings,Eduphile,https://www.youtube.com/watch?v=d3AMmzwO8Lw,3.0.2,3,1,IT-1
IT,ENGINEERING PHYSICS,"Interference, Reflection, and Diffraction",Professor Dave Explains,https://www.youtube.com/watch?v=eW5VGGJuWtQ,3.0.3,3,1,IT-1
IT,ENGINEERING PHYSICS,"Fraunhofer&#39;s Diffraction due to Single Slit, Full Derivation, #aktu #btech #bcs",aline physics,https://www.youtube.com/watch?v=877Xciqzrgk,3.0.4,3,1,IT-1
IT,ENGINEERING PHYSICS,Absent Spectra in Diffraction,Ekeeda,https://www.youtube.com/watch?v=WhbvdzJX-J0,3.0.5,3,1,IT-1
IT,ENGINEERING PHYSICS,Dispersive Power PYQs #jee #neet Vikrant Kirar,Crash Up,https://www.youtube.com/watch?v=VdNwYqXCLUc,3.0.6,3,1,IT-1
IT,ENGINEERING PHYSICS,A.K.T.U Engineering Physics Rayleigh criteria of Resolution,AKTU Online,https://www.youtube.com/watch?v=7TN0su2phj4,3.0.7,3,1,IT-1
IT,ENGINEERING PHYSICS,A.K.T.U Engineering Physics Resolving Power of Diffraction Grating,AKTU Online,https://www.youtube.com/watch?v=UTKq-qGnfPA,3.0.8,3,1,IT-1
IT,ENGINEERING PHYSICS,optical Fiber Engineering Physics II Revision 2022 II see new channel @rgsclassesLU,RGSClasses Engineering Essential,https://www.youtube.com/watch?v=kQAmV97xiZ4,4.0.1,4,1,IT-1
IT,ENGINEERING PHYSICS,Acceptance Angle And Numerical Aperture In Optical Fiber,LEARN AND GROW,https://www.youtube.com/watch?v=zhVxBw5qnuY,4.0.2,4,1,IT-1
IT,ENGINEERING PHYSICS,Step Index and Graded Index Optical fibres,Physics Jessy,https://www.youtube.com/watch?v=dHv3wcLu55U,4.0.3,4,1,IT-1
IT,ENGINEERING PHYSICS,optical Fiber Engineering Physics II Revision 2022 II see new channel @rgsclassesLU,RGSClasses Engineering Essential,https://www.youtube.com/watch?v=kQAmV97xiZ4,4.0.4,4,1,IT-1
IT,ENGINEERING PHYSICS,ABC of Attenuation in Optical Fibers | Dispersion &amp; Attenuation in Fiber optics #attenuation #Fiber,Technical Physics,https://www.youtube.com/watch?v=cfYmaL3sJ50,4.0.5,4,1,IT-1
IT,ENGINEERING PHYSICS,Absorption of Radiation (Light Semiconductor Interaction) Btech 1st year,Gautam Varde,https://www.youtube.com/watch?v=8vNs1b3NP8A,4.0.6,4,1,IT-1
IT,ENGINEERING PHYSICS,"Lec 2 | Absorption, Spontaneous and Stimulated Emission in Laser - Properties and Applications",Education Point Online,https://www.youtube.com/watch?v=gUguDRcRsPA,4.0.7,4,1,IT-1
IT,ENGINEERING PHYSICS,"AKTU _ LASER (Spontaneous &amp; Stimulated Emission, Einsteins Coefficients)",PHYSICS MADE EASY(Dr. Divya Ghildyal),https://www.youtube.com/watch?v=F8wUwIrB0CI,4.0.8,4,1,IT-1
IT,ENGINEERING PHYSICS,#Ruby Laser #Construction | Basic Components | AKTU | for Btech..,Civil Career Tech 101,https://www.youtube.com/watch?v=PotKeGyK9zc,4.0.9,4,1,IT-1
IT,ENGINEERING PHYSICS,He-Ne Laser with Construction and Working in Laser | Engineering Physics | Lec-30,Er Sahil ka Gyan,https://www.youtube.com/watch?v=-2pzsgxUGWw,4.1.0,4,1,IT-1
IT,ENGINEERING PHYSICS,Temperature Dependence of Electrical Resistivity in Superconductors,Physics for Engineers by Dr. Devbrat Pundhir,https://www.youtube.com/watch?v=gZo8A-8Cee0,5.0.1,5,1,IT-1
IT,ENGINEERING PHYSICS,Temperature Dependence of Critical Field in Superconductors I B. Tech. I B. Sc. Physics,Physics for Engineers by Dr. Devbrat Pundhir,https://www.youtube.com/watch?v=y0cEq8WZIj4,5.0.3,5,1,IT-1
IT,ENGINEERING PHYSICS,persistent current (superconducting ring),Banaja Dandasena,https://www.youtube.com/watch?v=iwgAsw2CBFY,5.0.4,5,1,IT-1
IT,ENGINEERING PHYSICS,Types Of Superconductors | Type I and Type II Superconductors In Hindi,RK Physics Point,https://www.youtube.com/watch?v=IOycLcQx2_w,5.0.5,5,1,IT-1
IT,ENGINEERING PHYSICS,"Basic introduction of Nano-materials , properties, classification , approaches",Chahat Pahuja,https://www.youtube.com/watch?v=XqwKboYW1E8,5.0.6,5,1,IT-1
IT,ENGINEERING PHYSICS,"quantum confinement. quantum wells , wires and dots.",FARHAN PHYSICS,https://www.youtube.com/watch?v=6LV93xEv3Ts,5.0.7,5,1,IT-1
IT,ENGINEERING PHYSICS,"quantum confinement. quantum wells , wires and dots.",FARHAN PHYSICS,https://www.youtube.com/watch?v=6LV93xEv3Ts,5.0.7,5,1,IT-1
IT,ENGINEERING PHYSICS,Top Down Fabrication of Nanomaterials,Tonya Coffey,https://www.youtube.com/watch?v=LJ37mRLmMGY,5.0.8,5,1,IT-1
IT,ENGINEERING PHYSICS,Sol gel Method of Material processing,Output info,https://www.youtube.com/watch?v=Sj3NeMQGAOU,5.0.9,5,1,IT-1
CSE,Design and Analysis of Algorithms,Algorithms and Data Structures Tutorial - Full Course for Beginners,freeCodeCamp.org,https://www.youtube.com/watch?v=8hly31xKli0,1.0.1,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Analyzing algorithms in 6 minutes — Intro,Michael Sambol,https://www.youtube.com/watch?v=2_Ud0TESsa0,1.0.2,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Growth of Functions,edutechional,https://www.youtube.com/watch?v=AdmmEEWyZlg,1.0.4,1,3,CSE-3
CSE,Design and Analysis of Algorithms,III BTECH CSE :R16-3-2:DAA:Unit-1:Topic-3:Performance measurements,technical support,https://www.youtube.com/watch?v=-kEsBR32pF0,1.0.5,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Shell&#39;s Sort,Timo Bingmann,https://www.youtube.com/watch?v=n4sk-SzGvZA,1.0.6,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Quick Sort - Computerphile,Computerphile,https://www.youtube.com/watch?v=XE4VP_8Y0BU,1.0.7,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Merge sort in 3 minutes,Michael Sambol,https://www.youtube.com/watch?v=4VqmGXwpLqc,1.0.8,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Heap sort in 4 minutes,Michael Sambol,https://www.youtube.com/watch?v=2DmK_H7IdTo,1.0.9,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Linear Time Sorting,Fundamental Algorithms: Design and Analysis,https://www.youtube.com/watch?v=glUsYbgZt4k,1.1.0,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Visualization of 24 Sorting Algorithms In 2 Minutes,Viktor Bohush,https://www.youtube.com/watch?v=BeoCbJPuvSE,1.1.1,1,3,CSE-3
CSE,Design and Analysis of Algorithms,How To Solve Recurrence Relations,randerson112358,https://www.youtube.com/watch?v=honkPbYEc7Q,1.1.2,1,3,CSE-3
CSE,Design and Analysis of Algorithms,Red-black trees in 4 minutes — Intro,Michael Sambol,https://www.youtube.com/watch?v=qvZGUFHWChY,2.0.1,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Red-black trees in 5 minutes — Insertions (examples),Michael Sambol,https://www.youtube.com/watch?v=A3JZinzkMpk,2.0.2,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Red Black Tree Deletion,Tushar Roy - Coding Made Simple,https://www.youtube.com/watch?v=CTvfzU_uNKE,2.0.3,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Understanding B-Trees: The Data Structure Behind Modern Databases,Spanning Tree,https://www.youtube.com/watch?v=K1a2Bk8NrYQ,2.0.4,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Understanding B-Trees: The Data Structure Behind Modern Databases,Spanning Tree,https://www.youtube.com/watch?v=K1a2Bk8NrYQ,2.0.5,2,3,CSE-3
CSE,Design and Analysis of Algorithms,B-Tree Delete elements Part1,Codetpoint,https://www.youtube.com/watch?v=7CPRlhIu6VQ,2.0.6,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Data Structure-2023 || Binomial Heap part-2|| Binomial Heap || properties of Binomial Heap,CS Decode By Shilpee,https://www.youtube.com/watch?v=4IpRUUdNtwg,2.0.7,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Binomial Heap Insertion Operation || DAA,THE GATEHUB,https://www.youtube.com/watch?v=skBDWOxSDl8,2.0.8,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Fibonacci heaps in 8 minutes — Extract Min,Michael Sambol,https://www.youtube.com/watch?v=OF8yv18xS3I,2.0.9,2,3,CSE-3
CSE,Design and Analysis of Algorithms,"Trie Data Structure | Insertion, Deletion &amp; Searching in a Trie | DSA-One Course #99",Anuj Bhaiya,https://www.youtube.com/watch?v=soJgGe1CQHw,2.1.0,2,3,CSE-3
CSE,Design and Analysis of Algorithms,7. Randomization: Skip Lists,MIT OpenCourseWare,https://www.youtube.com/watch?v=2g9OSRKJuzM,2.1.1,2,3,CSE-3
CSE,Design and Analysis of Algorithms,Divide &amp; Conquer Algorithm In 3 Minutes,Kantan Coding,https://www.youtube.com/watch?v=YOh6hBtX5l0,3.0.1,3,3,CSE-3
CSE,Design and Analysis of Algorithms,The fastest matrix multiplication algorithm,Dr. Trefor Bazett,https://www.youtube.com/watch?v=sZxjuT1kUd0,3.0.2,3,3,CSE-3
CSE,Design and Analysis of Algorithms,"Algorithms: Graph Search, DFS and BFS",HackerRank,https://www.youtube.com/watch?v=zaBhtODEL0w,3.0.3,3,3,CSE-3
CSE,Design and Analysis of Algorithms,Convex Hull | Basics | Lecture-1,Techdose,https://www.youtube.com/watch?v=Ze6lppsly2U,3.0.4,3,3,CSE-3
CSE,Design and Analysis of Algorithms,Introduction to Greedy Algorithms | GeeksforGeeks,GeeksforGeeks,https://www.youtube.com/watch?v=HzeK7g8cD0Y,3.0.5,3,3,CSE-3
CSE,Design and Analysis of Algorithms,L-4.1: Introduction to Greedy Techniques With Example | What is Greedy Techniques,Gate Smashers,https://www.youtube.com/watch?v=v0eQ4nXJjsk,3.0.6,3,3,CSE-3
CSE,Design and Analysis of Algorithms,0-1 Knapsack Problem (Dynamic Programming),CS Dojo,https://www.youtube.com/watch?v=xOlhR_2QCXY,3.0.7,3,3,CSE-3
CSE,Design and Analysis of Algorithms,Kruskal&#39;s algorithm in 2 minutes,Michael Sambol,https://www.youtube.com/watch?v=71UQH7Pr9kU,3.0.8,3,3,CSE-3
CSE,Design and Analysis of Algorithms,Graph Data Structure 4. Dijkstra’s Shortest Path Algorithm,Computer Science Lessons,https://www.youtube.com/watch?v=pVfj6mxhdMw,3.0.9,3,3,CSE-3
CSE,Design and Analysis of Algorithms,Bellman Ford Algorithm | Shortest path &amp; Negative cycles | Graph Theory,WilliamFiset,https://www.youtube.com/watch?v=lyw4FaxrwHg,3.1.0,3,3,CSE-3
CSE,Design and Analysis of Algorithms,Travelling salesman problem | Branch and bound | Scholarly things,Scholarly Things,https://www.youtube.com/watch?v=aaaVm6uUY5A,4.0.1,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Principal of Optimality | DAA | #jntu,Rao educator club,https://www.youtube.com/watch?v=IY20BkJciTE,4.0.2,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Longest Common Subsequence,Tushar Roy - Coding Made Simple,https://www.youtube.com/watch?v=NnD96abizww,4.0.3,4,3,CSE-3
CSE,Design and Analysis of Algorithms,0/1 Knapsack Problem Dynamic Programming,Tushar Roy - Coding Made Simple,https://www.youtube.com/watch?v=8LusJS5-AGo,4.0.4,4,3,CSE-3
CSE,Design and Analysis of Algorithms,G-42. Floyd Warshall Algorithm,take U forward,https://www.youtube.com/watch?v=YbY8cVwWAvw,4.0.5,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Leetcode 46. Permutations : Introduction to backtracking,ComputerBread,https://www.youtube.com/watch?v=Nabbpl7y4Lo,4.0.6,4,3,CSE-3
CSE,Design and Analysis of Algorithms,N-Queens - Backtracking - Leetcode 51 - Python,NeetCode,https://www.youtube.com/watch?v=Ph95IHmRp5M,4.0.7,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Travelling Salesman Problems by branch and bound technique in Hindi with example| TSP | DAA,Xtra Lectures,https://www.youtube.com/watch?v=LMjDeWIkih4,4.0.8,4,3,CSE-3
CSE,Design and Analysis of Algorithms,"5. Search: Optimal, Branch and Bound, A*",MIT OpenCourseWare,https://www.youtube.com/watch?v=gGQ-vAmdAOI,4.0.9,4,3,CSE-3
CSE,Design and Analysis of Algorithms,"Dynamic Programming - General Method, Example, Applications |L-15||DAA|",Trouble- Free,https://www.youtube.com/watch?v=k4aQqkCJgLE,4.1.0,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Graph Colouring Problem - Backtracking,CSBreakdown,https://www.youtube.com/watch?v=miCYGGrTwFU,4.1.1,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Hamiltonian Cycle is NP-Complete (Algorithms 24),Professor Bryce,https://www.youtube.com/watch?v=OHnX-R_SBpM,4.1.2,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Sum of Subset Problem Using Backtracking || Backtracking Algorithm || DAA,THE GATEHUB,https://www.youtube.com/watch?v=a3Wuqq53QyM,4.1.3,4,3,CSE-3
CSE,Design and Analysis of Algorithms,Understanding the Discrete Fourier Transform and the FFT,MATLAB,https://www.youtube.com/watch?v=QmgJmh2I3Fw,5.0.1,5,3,CSE-3
CSE,Design and Analysis of Algorithms,Truly Understanding The Naive String Search Algorithm - see what almost everyone gets wrong about it,Truly Understanding Algorithms,https://www.youtube.com/watch?v=roOIYTQJ84w,5.0.2,5,3,CSE-3
CSE,Design and Analysis of Algorithms,Rabin-Karp Algorithm | Searching for Patterns | GeeksforGeeks,GeeksforGeeks,https://www.youtube.com/watch?v=oxd_Z1osgCk,5.0.3,5,3,CSE-3
CSE,Design and Analysis of Algorithms,Visualization of Knuth-Morris-Pratt Algorithm,G Bhat,https://www.youtube.com/watch?v=pu2aO_3R118,5.0.4,5,3,CSE-3
CSE,Design and Analysis of Algorithms,"16. Complexity: P, NP, NP-completeness, Reductions",MIT OpenCourseWare,https://www.youtube.com/watch?v=eHZifpgyH_4,5.0.5,5,3,CSE-3
CSE,Design and Analysis of Algorithms,17. Complexity: Approximation Algorithms,MIT OpenCourseWare,https://www.youtube.com/watch?v=MEz1J9wY2iM,5.0.6,5,3,CSE-3
IT,Design and Analysis of Algorithms,Algorithms and Data Structures Tutorial - Full Course for Beginners,freeCodeCamp.org,https://www.youtube.com/watch?v=8hly31xKli0,1.0.1,1,3,IT-3
IT,Design and Analysis of Algorithms,Analyzing algorithms in 6 minutes — Intro,Michael Sambol,https://www.youtube.com/watch?v=2_Ud0TESsa0,1.0.2,1,3,IT-3
IT,Design and Analysis of Algorithms,Growth of Functions,edutechional,https://www.youtube.com/watch?v=AdmmEEWyZlg,1.0.4,1,3,IT-3
IT,Design and Analysis of Algorithms,III BTECH CSE :R16-3-2:DAA:Unit-1:Topic-3:Performance measurements,technical support,https://www.youtube.com/watch?v=-kEsBR32pF0,1.0.5,1,3,IT-3
IT,Design and Analysis of Algorithms,Shell&#39;s Sort,Timo Bingmann,https://www.youtube.com/watch?v=n4sk-SzGvZA,1.0.6,1,3,IT-3
